match_id,team,opponent,venue,runs_scored,wickets_lost,overs_played,result,player_of_match,match_date
2755,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,147,8,20,Loss,Bumrah,2030-10-15
2756,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,218,5,20,Loss,Jadeja,2030-10-16
2757,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,175,7,20,Win,Rohit Sharma,2030-10-17
2758,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,179,7,20,Loss,Rohit Sharma,2030-10-18
2759,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,148,6,20,Loss,Bumrah,2030-10-19
2760,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,207,6,20,Win,Rohit Sharma,2030-10-20
2761,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,190,10,20,Loss,Rohit Sharma,2030-10-21
2762,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,166,6,20,Loss,Jadeja,2030-10-22
2763,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,163,5,20,Win,Jadeja,2030-10-23
2764,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,162,7,20,Win,Bumrah,2030-10-24
2765,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,158,10,20,Win,Rohit Sharma,2030-10-25
2766,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,140,9,20,Win,Rohit Sharma,2030-10-26
2767,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,157,5,20,Loss,MS Dhoni,2030-10-27
2768,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,197,10,20,Loss,Rohit Sharma,2030-10-28
2769,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,131,8,20,Loss,Rohit Sharma,2030-10-29
2770,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,163,4,20,Win,Bumrah,2030-10-30
2771,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,123,3,20,Loss,Bumrah,2030-10-31
2772,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,138,6,20,Win,Rohit Sharma,2030-11-01
2773,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,198,8,20,Win,Rohit Sharma,2030-11-02
2774,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,121,3,20,Loss,Bumrah,2030-11-03
2775,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,130,4,20,Loss,MS Dhoni,2030-11-04
2776,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,151,3,20,Win,Jadeja,2030-11-05
2777,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,208,10,20,Win,MS Dhoni,2030-11-06
2778,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,127,6,20,Win,Jadeja,2030-11-07
2779,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,208,6,20,Win,Jadeja,2030-11-08
2780,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,153,8,20,Win,Rohit Sharma,2030-11-09
2781,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,211,5,20,Win,Jadeja,2030-11-10
2782,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,128,8,20,Win,Jadeja,2030-11-11
2783,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,199,5,20,Win,MS Dhoni,2030-11-12
2784,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,139,9,20,Loss,Jadeja,2030-11-13
2785,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,178,4,20,Win,Bumrah,2030-11-14
2786,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,158,10,20,Loss,Bumrah,2030-11-15
2787,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,123,4,20,Loss,Rohit Sharma,2030-11-16
2788,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,125,9,20,Win,Bumrah,2030-11-17
2789,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,170,10,20,Win,Jadeja,2030-11-18
2790,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,203,8,20,Win,Bumrah,2030-11-19
2791,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,124,5,20,Loss,MS Dhoni,2030-11-20
2792,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,156,9,20,Loss,Rohit Sharma,2030-11-21
2793,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,165,8,20,Win,Jadeja,2030-11-22
2794,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,121,6,20,Win,Rohit Sharma,2030-11-23
2795,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,169,8,20,Loss,MS Dhoni,2030-11-24
2796,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,142,7,20,Loss,Bumrah,2030-11-25
2797,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,156,10,20,Win,MS Dhoni,2030-11-26
2798,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,120,5,20,Loss,Jadeja,2030-11-27
2799,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,146,8,20,Loss,Bumrah,2030-11-28
2800,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,143,7,20,Win,Rohit Sharma,2030-11-29
2801,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,213,5,20,Win,Jadeja,2030-11-30
2802,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,185,4,20,Loss,Rohit Sharma,2030-12-01
2803,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,174,10,20,Loss,MS Dhoni,2030-12-02
2804,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,135,3,20,Loss,Rohit Sharma,2030-12-03
2805,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,128,4,20,Win,Rohit Sharma,2030-12-04
2806,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,206,4,20,Loss,Jadeja,2030-12-05
2807,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,137,8,20,Loss,Bumrah,2030-12-06
2808,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,182,5,20,Win,MS Dhoni,2030-12-07
2809,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,172,9,20,Loss,Bumrah,2030-12-08
2810,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,160,4,20,Win,Rohit Sharma,2030-12-09
2811,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,187,5,20,Win,Bumrah,2030-12-10
2812,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,175,8,20,Win,Bumrah,2030-12-11
2813,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,210,8,20,Loss,MS Dhoni,2030-12-12
2814,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,144,4,20,Loss,Bumrah,2030-12-13
2815,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,137,10,20,Win,MS Dhoni,2030-12-14
2816,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,195,9,20,Win,MS Dhoni,2030-12-15
2817,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,133,10,20,Win,Rohit Sharma,2030-12-16
2818,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,211,10,20,Loss,Bumrah,2030-12-17
2819,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,199,9,20,Win,Bumrah,2030-12-18
2820,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,155,8,20,Win,MS Dhoni,2030-12-19
2821,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,157,5,20,Win,Jadeja,2030-12-20
2822,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,160,10,20,Loss,Jadeja,2030-12-21
2823,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,181,5,20,Loss,Jadeja,2030-12-22
2824,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,174,7,20,Loss,MS Dhoni,2030-12-23
2825,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,212,4,20,Win,Rohit Sharma,2030-12-24
2826,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,170,9,20,Win,Rohit Sharma,2030-12-25
2827,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,171,10,20,Win,Jadeja,2030-12-26
2828,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,194,5,20,Loss,MS Dhoni,2030-12-27
2829,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,209,4,20,Loss,MS Dhoni,2030-12-28
2830,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,121,5,20,Win,Jadeja,2030-12-29
2831,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,154,5,20,Loss,Bumrah,2030-12-30
2832,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,220,4,20,Loss,Bumrah,2030-12-31
2833,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,200,10,20,Loss,MS Dhoni,2031-01-01
2834,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,188,5,20,Loss,Bumrah,2031-01-02
2835,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,203,6,20,Win,Jadeja,2031-01-03
2836,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,171,10,20,Win,Rohit Sharma,2031-01-04
2837,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,204,6,20,Win,Bumrah,2031-01-05
2838,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,142,3,20,Win,Rohit Sharma,2031-01-06
2839,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,206,4,20,Loss,MS Dhoni,2031-01-07
2840,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,127,5,20,Win,Bumrah,2031-01-08
2841,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,123,4,20,Win,Rohit Sharma,2031-01-09
2842,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,178,9,20,Win,Bumrah,2031-01-10
2843,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,132,8,20,Loss,Bumrah,2031-01-11
2844,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,195,4,20,Loss,Jadeja,2031-01-12
2845,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,139,5,20,Win,MS Dhoni,2031-01-13
2846,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,123,9,20,Loss,MS Dhoni,2031-01-14
2847,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,175,7,20,Loss,Jadeja,2031-01-15
2848,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,172,3,20,Loss,Rohit Sharma,2031-01-16
2849,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,137,7,20,Win,Jadeja,2031-01-17
2850,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,185,9,20,Win,Bumrah,2031-01-18
2851,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,184,4,20,Win,Bumrah,2031-01-19
2852,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,140,4,20,Loss,Bumrah,2031-01-20
2853,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,147,5,20,Loss,Bumrah,2031-01-21
2854,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,120,7,20,Loss,MS Dhoni,2031-01-22
2855,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,164,7,20,Loss,Jadeja,2031-01-23
2856,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,177,9,20,Loss,Jadeja,2031-01-24
2857,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,212,8,20,Loss,MS Dhoni,2031-01-25
2858,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,198,5,20,Win,Jadeja,2031-01-26
2859,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,195,9,20,Loss,MS Dhoni,2031-01-27
2860,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,200,10,20,Loss,MS Dhoni,2031-01-28
2861,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,182,3,20,Win,Bumrah,2031-01-29
2862,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,132,10,20,Loss,Rohit Sharma,2031-01-30
2863,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,206,9,20,Loss,Rohit Sharma,2031-01-31
2864,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,208,10,20,Win,Jadeja,2031-02-01
2865,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,189,3,20,Win,MS Dhoni,2031-02-02
2866,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,150,7,20,Win,Rohit Sharma,2031-02-03
2867,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,212,7,20,Loss,Jadeja,2031-02-04
2868,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,135,4,20,Win,Jadeja,2031-02-05
2869,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,202,9,20,Loss,Rohit Sharma,2031-02-06
2870,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,206,3,20,Win,MS Dhoni,2031-02-07
2871,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,158,4,20,Win,MS Dhoni,2031-02-08
2872,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,136,3,20,Loss,Bumrah,2031-02-09
2873,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,187,7,20,Loss,Bumrah,2031-02-10
2874,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,193,7,20,Loss,Jadeja,2031-02-11
2875,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,168,9,20,Loss,Rohit Sharma,2031-02-12
2876,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,196,6,20,Win,Bumrah,2031-02-13
2877,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,137,3,20,Win,Rohit Sharma,2031-02-14
2878,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,200,8,20,Win,MS Dhoni,2031-02-15
2879,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,220,7,20,Loss,Bumrah,2031-02-16
2880,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,175,8,20,Loss,Rohit Sharma,2031-02-17
2881,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,163,8,20,Win,Bumrah,2031-02-18
2882,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,193,3,20,Loss,Rohit Sharma,2031-02-19
2883,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,149,9,20,Loss,Bumrah,2031-02-20
2884,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,209,10,20,Loss,Bumrah,2031-02-21
2885,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,155,8,20,Loss,Rohit Sharma,2031-02-22
2886,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,189,3,20,Loss,Bumrah,2031-02-23
2887,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,141,4,20,Loss,Rohit Sharma,2031-02-24
2888,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,192,10,20,Win,Jadeja,2031-02-25
2889,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,137,7,20,Win,Bumrah,2031-02-26
2890,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,147,6,20,Win,Jadeja,2031-02-27
2891,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,158,10,20,Win,Rohit Sharma,2031-02-28
2892,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,219,7,20,Win,Bumrah,2031-03-01
2893,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,163,6,20,Loss,Rohit Sharma,2031-03-02
2894,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,197,5,20,Win,Jadeja,2031-03-03
2895,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,121,5,20,Loss,MS Dhoni,2031-03-04
2896,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,162,7,20,Loss,Bumrah,2031-03-05
2897,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,184,3,20,Win,Bumrah,2031-03-06
2898,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,214,6,20,Win,Jadeja,2031-03-07
2899,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,146,5,20,Loss,Rohit Sharma,2031-03-08
2900,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,163,5,20,Win,Rohit Sharma,2031-03-09
2901,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,140,6,20,Win,MS Dhoni,2031-03-10
2902,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,130,9,20,Loss,Bumrah,2031-03-11
2903,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,124,4,20,Loss,Bumrah,2031-03-12
2904,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,167,5,20,Win,Jadeja,2031-03-13
2905,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,193,7,20,Loss,MS Dhoni,2031-03-14
2906,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,203,8,20,Loss,Bumrah,2031-03-15
2907,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,150,6,20,Win,Bumrah,2031-03-16
2908,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,147,10,20,Win,Rohit Sharma,2031-03-17
2909,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,132,10,20,Loss,Jadeja,2031-03-18
2910,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,217,10,20,Loss,Jadeja,2031-03-19
2911,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,130,5,20,Loss,Jadeja,2031-03-20
2912,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,187,6,20,Loss,MS Dhoni,2031-03-21
2913,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,139,9,20,Loss,Bumrah,2031-03-22
2914,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,194,8,20,Win,Bumrah,2031-03-23
2915,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,219,9,20,Loss,MS Dhoni,2031-03-24
2916,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,147,10,20,Win,Bumrah,2031-03-25
2917,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,168,5,20,Loss,MS Dhoni,2031-03-26
2918,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,171,3,20,Win,Rohit Sharma,2031-03-27
2919,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,152,8,20,Loss,Bumrah,2031-03-28
2920,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,190,6,20,Win,MS Dhoni,2031-03-29
2921,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,198,4,20,Loss,MS Dhoni,2031-03-30
2922,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,218,10,20,Loss,Rohit Sharma,2031-03-31
2923,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,212,4,20,Win,Jadeja,2031-04-01
2924,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,196,9,20,Win,MS Dhoni,2031-04-02
2925,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,165,7,20,Win,Rohit Sharma,2031-04-03
2926,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,165,6,20,Win,Rohit Sharma,2031-04-04
2927,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,122,8,20,Loss,Jadeja,2031-04-05
2928,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,140,4,20,Win,Jadeja,2031-04-06
2929,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,219,7,20,Win,MS Dhoni,2031-04-07
2930,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,141,10,20,Loss,Jadeja,2031-04-08
2931,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,187,8,20,Loss,Jadeja,2031-04-09
2932,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,213,6,20,Win,Rohit Sharma,2031-04-10
2933,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,174,3,20,Loss,Rohit Sharma,2031-04-11
2934,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,198,4,20,Win,Bumrah,2031-04-12
2935,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,127,5,20,Loss,MS Dhoni,2031-04-13
2936,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,193,8,20,Win,Bumrah,2031-04-14
2937,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,192,5,20,Win,MS Dhoni,2031-04-15
2938,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,140,4,20,Win,MS Dhoni,2031-04-16
2939,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,220,3,20,Loss,Rohit Sharma,2031-04-17
2940,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,197,6,20,Win,MS Dhoni,2031-04-18
2941,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,186,4,20,Loss,Bumrah,2031-04-19
2942,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,133,9,20,Win,Bumrah,2031-04-20
2943,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,167,4,20,Loss,MS Dhoni,2031-04-21
2944,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,123,5,20,Win,Jadeja,2031-04-22
2945,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,152,8,20,Loss,MS Dhoni,2031-04-23
2946,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,130,3,20,Win,Jadeja,2031-04-24
2947,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,198,5,20,Win,Rohit Sharma,2031-04-25
2948,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,215,7,20,Win,Rohit Sharma,2031-04-26
2949,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,208,9,20,Win,MS Dhoni,2031-04-27
2950,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,218,9,20,Win,Bumrah,2031-04-28
2951,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,175,7,20,Loss,Jadeja,2031-04-29
2952,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,216,4,20,Win,Rohit Sharma,2031-04-30
2953,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,168,7,20,Loss,MS Dhoni,2031-05-01
2954,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,195,7,20,Win,Jadeja,2031-05-02
2955,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,198,4,20,Win,Rohit Sharma,2031-05-03
2956,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,190,3,20,Loss,Bumrah,2031-05-04
2957,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,209,7,20,Loss,Rohit Sharma,2031-05-05
2958,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,147,6,20,Win,Jadeja,2031-05-06
2959,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,191,3,20,Win,Rohit Sharma,2031-05-07
2960,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,134,8,20,Loss,Jadeja,2031-05-08
2961,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,202,8,20,Loss,Jadeja,2031-05-09
2962,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,208,7,20,Win,Jadeja,2031-05-10
2963,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,212,5,20,Win,Bumrah,2031-05-11
2964,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,125,7,20,Loss,Rohit Sharma,2031-05-12
2965,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,217,5,20,Loss,Jadeja,2031-05-13
2966,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,214,7,20,Win,MS Dhoni,2031-05-14
2967,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,164,6,20,Loss,Bumrah,2031-05-15
2968,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,152,4,20,Loss,MS Dhoni,2031-05-16
2969,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,200,8,20,Loss,Bumrah,2031-05-17
2970,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,120,8,20,Loss,Rohit Sharma,2031-05-18
2971,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,145,4,20,Loss,Rohit Sharma,2031-05-19
2972,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,181,5,20,Win,MS Dhoni,2031-05-20
2973,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,164,7,20,Loss,Jadeja,2031-05-21
2974,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,182,4,20,Win,Jadeja,2031-05-22
2975,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,199,4,20,Win,Jadeja,2031-05-23
2976,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,172,7,20,Win,Bumrah,2031-05-24
2977,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,130,10,20,Loss,Rohit Sharma,2031-05-25
2978,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,182,5,20,Loss,MS Dhoni,2031-05-26
2979,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,141,6,20,Win,MS Dhoni,2031-05-27
2980,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,185,10,20,Loss,Rohit Sharma,2031-05-28
2981,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,185,7,20,Loss,MS Dhoni,2031-05-29
2982,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,153,4,20,Loss,MS Dhoni,2031-05-30
2983,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,125,3,20,Loss,Bumrah,2031-05-31
2984,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,136,6,20,Loss,Bumrah,2031-06-01
2985,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,154,5,20,Loss,Jadeja,2031-06-02
2986,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,155,8,20,Loss,Bumrah,2031-06-03
2987,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,164,7,20,Win,Bumrah,2031-06-04
2988,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,195,10,20,Win,MS Dhoni,2031-06-05
2989,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,201,9,20,Loss,MS Dhoni,2031-06-06
2990,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,183,7,20,Loss,MS Dhoni,2031-06-07
2991,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,209,7,20,Loss,Rohit Sharma,2031-06-08
2992,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,140,6,20,Win,Jadeja,2031-06-09
2993,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,135,10,20,Loss,Jadeja,2031-06-10
2994,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,178,5,20,Loss,Rohit Sharma,2031-06-11
2995,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,155,9,20,Loss,Jadeja,2031-06-12
2996,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,209,9,20,Loss,Bumrah,2031-06-13
2997,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,126,4,20,Loss,MS Dhoni,2031-06-14
2998,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,140,10,20,Loss,Rohit Sharma,2031-06-15
2999,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,212,9,20,Loss,MS Dhoni,2031-06-16
3000,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,120,8,20,Loss,MS Dhoni,2031-06-17
3001,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,128,6,20,Loss,Bumrah,2031-06-18
3002,Mumbai Indians,Chennai Super Kings,Chepauk Stadium,213,4,20,Loss,MS Dhoni,2031-06-19
3003,Chennai Super Kings,Mumbai Indians,Chepauk Stadium,129,4,20,Win,Jadeja,2031-06-20
3004,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,145,6,20,Loss,Rohit Sharma,2031-06-21
