Sale_ID,Date,Customer_ID,Bike_Model,Price,Quantity,Store_Location,Salesperson_ID,Payment_Method,Customer_Age,Customer_Gender,Total_Sales
3911190,2024-07-25,3911190,Himalayan 450,312366.59,1,Lucknow,1008,Credit Card,37,Female,312366.59
1218547,2024-07-25,1218547,Himalayan 450 Summit Edition,310926.29,1,Ahmedabad,1014,Credit Card,55,Male,310926.29
5761631,2024-07-25,5761631,Himalayan 450,264033.69,2,Pune,1001,UPI,42,Female,528067.38
5583897,2024-07-25,5583897,Himalayan 450 Summit Edition,291406.39,1,Bangalore,1009,Finance,54,Female,291406.39
2662656,2024-07-25,2662656,Himalayan 450 Summit Edition,270092.33,1,Pimpri-Chinchwad,1012,UPI,35,Male,270092.33
2138452,2024-07-25,2138452,Himalayan 450 Summit Edition,308402.53,1,Mumbai,1003,Credit Card,37,Male,308402.53
8246813,2024-07-25,8246813,Himalayan 450 Dual Tone,279028.23,1,Mumbai,1017,Credit Card,46,Female,279028.23
5022261,2024-07-25,5022261,Himalayan 450,296744.77,1,Delhi,1016,Credit Card,39,Female,296744.77
9096173,2024-07-25,9096173,Himalayan 450,289274.45,1,Indore,1009,Cash,25,Female,289274.45
3227039,2024-07-25,3227039,Himalayan 450 Dual Tone,292129.29,1,Delhi,1009,Cash,52,Male,292129.29
7689921,2024-07-25,7689921,Himalayan 450,295716.95,1,Bangalore,1006,UPI,37,Female,295716.95
6438757,2024-07-25,6438757,Himalayan 450 Dual Tone,309397.38,1,Delhi,1005,UPI,32,Male,309397.38
7082199,2024-07-25,7082199,Himalayan 450,291198.65,1,Mumbai,1001,Credit Card,42,Male,291198.65
6371112,2024-07-25,6371112,Himalayan 450 Summit Edition,320684.51,1,Delhi,1019,Credit Card,47,Male,320684.51
6691276,2024-07-26,6691276,Himalayan 450,262484.93,1,Indore,1010,UPI,28,Female,262484.93
2013295,2024-07-26,2013295,Himalayan 450,292411.82,1,Delhi,1014,Cash,36,Male,292411.82
4751531,2024-07-26,4751531,Himalayan 450,267716.71,1,Pune,1008,Cash,25,Male,267716.71
8640167,2024-07-26,8640167,Himalayan 450,283244.79,1,Indore,1011,Cash,35,Male,283244.79
9429241,2024-07-26,9429241,Himalayan 450,279013.65,1,Hyderabad,1017,UPI,39,Male,279013.65
8495095,2024-07-26,8495095,KTM 390 Adventure,331598.66,1,Lucknow,1003,Credit Card,48,Female,331598.66
8504361,2024-07-26,8504361,KTM 390 Adventure,298714.52,2,Pune,1012,Finance,36,Male,597429.04
4017721,2024-07-26,4017721,Himalayan 450 Summit Edition,288049.53,1,Mumbai,1015,Debit Card,31,Male,288049.53
9595960,2024-07-26,9595960,Himalayan 450,292231.4,1,Mumbai,1018,UPI,30,Male,292231.4
3180019,2024-07-26,3180019,Himalayan 450,276698.4,2,Indore,1003,UPI,34,Male,553396.8
5470756,2024-07-26,5470756,Himalayan 450 Summit Edition,287260.0,3,Indore,1005,Cash,30,Male,861780.0
8794087,2024-07-27,8794087,Himalayan 450,270244.0,2,Chennai,1018,Cash,36,Male,540488.0
6516829,2024-07-27,6516829,Himalayan 450 Dual Tone,276053.55,1,Delhi,1006,Credit Card,47,Female,276053.55
3850418,2024-07-27,3850418,KTM 390 Adventure,328770.95,2,Ahmedabad,1019,UPI,44,Male,657541.9
8081159,2024-07-27,8081159,Himalayan 450 Dual Tone,282025.69,1,Bangalore,1018,UPI,27,Male,282025.69
9910762,2024-07-27,9910762,Himalayan 450 Dual Tone,292009.33,1,Pune,1017,Cash,31,Female,292009.33
1876336,2024-07-27,1876336,Himalayan 450 Dual Tone,286771.94,1,Delhi,1003,UPI,47,Male,286771.94
2347203,2024-07-27,2347203,Himalayan 450,282338.92,1,Indore,1020,Cash,55,Female,282338.92
4517778,2024-07-27,4517778,Himalayan 450 Summit Edition,267190.84,2,Bangalore,1019,Cash,39,Male,534381.68
7759072,2024-07-27,7759072,Himalayan 450,263836.11,1,Lucknow,1002,Cash,42,Male,263836.11
9683565,2024-07-27,9683565,Himalayan 450,288011.22,1,Delhi,1010,Cash,29,Female,288011.22
6679980,2024-07-28,6679980,Himalayan 450,262204.09,1,Indore,1020,Debit Card,36,Male,262204.09
9704434,2024-07-28,9704434,Himalayan 450,280467.29,2,Mumbai,1010,UPI,39,Male,560934.58
4734049,2024-07-28,4734049,Himalayan 450 Dual Tone,303526.26,1,Jaipur,1005,UPI,36,Male,303526.26
8706358,2024-07-28,8706358,Himalayan 450 Summit Edition,303586.1,2,Mumbai,1014,UPI,40,Male,607172.2
2792363,2024-07-28,2792363,Himalayan 450,286724.86,1,Bangalore,1012,Cash,39,Male,286724.86
8352236,2024-07-28,8352236,Himalayan 450 Dual Tone,269373.47,1,Delhi,1006,UPI,44,Male,269373.47
1506079,2024-07-28,1506079,Himalayan 450,272539.14,1,Delhi,1002,Debit Card,40,Male,272539.14
6533326,2024-07-28,6533326,Himalayan 450 Summit Edition,297436.33,2,Mumbai,1004,Cash,33,Male,594872.66
5125339,2024-07-28,5125339,Himalayan 450 Summit Edition,280626.61,1,Indore,1014,UPI,42,Male,280626.61
9955118,2024-07-28,9955118,Himalayan 450 Dual Tone,299805.22,1,Jaipur,1019,Credit Card,27,Male,299805.22
7918889,2024-07-28,7918889,Himalayan 450,289716.13,1,Chennai,1013,UPI,31,Male,289716.13
5525208,2024-07-28,5525208,KTM 390 Adventure,345864.98,1,Delhi,1013,Finance,34,Male,345864.98
1297180,2024-07-28,1297180,Himalayan 450,288149.96,1,Chennai,1013,UPI,50,Male,288149.96
8995018,2024-07-28,8995018,Himalayan 450 Summit Edition,277712.43,1,Delhi,1017,UPI,30,Male,277712.43
8615907,2024-07-28,8615907,Himalayan 450 Dual Tone,275501.28,1,Pimpri-Chinchwad,1018,UPI,35,Male,275501.28
5221038,2024-07-28,5221038,Himalayan 450,293648.25,1,Bangalore,1010,Debit Card,46,Male,293648.25
7305236,2024-07-29,7305236,Himalayan 450,267366.72,1,Bangalore,1014,UPI,39,Male,267366.72
2432672,2024-07-29,2432672,Himalayan 450 Dual Tone,262921.88,1,Hyderabad,1010,UPI,48,Female,262921.88
8656575,2024-07-29,8656575,Himalayan 450 Dual Tone,267338.9,1,Pune,1004,Credit Card,38,Male,267338.9
3457856,2024-07-29,3457856,Himalayan 450,296133.02,1,Pune,1018,Cash,37,Male,296133.02
9366126,2024-07-29,9366126,Himalayan 450 Dual Tone,279728.7,1,Mumbai,1013,UPI,25,Male,279728.7
9473958,2024-07-29,9473958,Himalayan 450 Summit Edition,295994.09,1,Delhi,1002,UPI,41,Male,295994.09
9700349,2024-07-29,9700349,Himalayan 450 Dual Tone,262600.09,1,Bangalore,1006,Debit Card,35,Male,262600.09
3129885,2024-07-29,3129885,KTM 390 Adventure,328527.61,1,Indore,1007,UPI,42,Male,328527.61
1439439,2024-07-29,1439439,Himalayan 450 Dual Tone,295236.41,1,Ahmedabad,1013,Credit Card,33,Male,295236.41
7526818,2024-07-29,7526818,Himalayan 450 Summit Edition,299836.96,1,Hyderabad,1013,UPI,28,Male,299836.96
5063997,2024-07-29,5063997,Himalayan 450,288544.5,1,Bangalore,1004,UPI,35,Male,288544.5
1158998,2024-07-29,1158998,Himalayan 450 Summit Edition,274063.31,2,Delhi,1008,Cash,38,Male,548126.62
7567304,2024-07-30,7567304,Himalayan 450,298102.13,2,Ahmedabad,1006,UPI,33,Male,596204.26
9124897,2024-07-30,9124897,KTM 390 Adventure,340290.11,1,Indore,1011,Cash,29,Male,340290.11
3850774,2024-07-30,3850774,KTM 390 Adventure,336631.89,3,Pimpri-Chinchwad,1018,Credit Card,48,Male,1009895.67
5413359,2024-07-30,5413359,Himalayan 450 Summit Edition,278697.65,1,Pimpri-Chinchwad,1010,Finance,30,Male,278697.65
9978989,2024-07-30,9978989,Himalayan 450 Dual Tone,275206.26,1,Nagpur,1009,UPI,31,Male,275206.26
1636431,2024-07-30,1636431,Himalayan 450 Summit Edition,275531.95,3,Hyderabad,1009,Credit Card,28,Female,826595.85
9106609,2024-07-30,9106609,Himalayan 450 Dual Tone,294668.04,1,Indore,1020,Credit Card,36,Male,294668.04
3444913,2024-07-30,3444913,KTM 390 Adventure,346109.16,1,Hyderabad,1015,Credit Card,36,Male,346109.16
3887698,2024-07-30,3887698,KTM 390 Adventure,348006.73,2,Pimpri-Chinchwad,1018,Finance,41,Male,696013.46
7070243,2024-07-31,7070243,Himalayan 450 Dual Tone,290458.31,1,Indore,1010,UPI,45,Male,290458.31
3662761,2024-07-31,3662761,Himalayan 450 Summit Edition,303016.04,2,Lucknow,1019,Cash,34,Male,606032.08
6780554,2024-07-31,6780554,Himalayan 450,272472.28,1,Nagpur,1006,Debit Card,40,Male,272472.28
3054048,2024-07-31,3054048,Himalayan 450,289435.51,1,Delhi,1007,UPI,40,Male,289435.51
2420858,2024-07-31,2420858,Himalayan 450 Dual Tone,290613.15,1,Pimpri-Chinchwad,1017,Credit Card,53,Male,290613.15
6414709,2024-07-31,6414709,Himalayan 450 Dual Tone,273324.82,1,Pune,1008,UPI,25,Male,273324.82
9855603,2024-07-31,9855603,Himalayan 450,278663.93,2,Chennai,1007,Cash,51,Female,557327.86
4476808,2024-07-31,4476808,KTM 390 Adventure,329632.59,3,Ahmedabad,1002,Finance,38,Male,988897.77
3630723,2024-07-31,3630723,Himalayan 450 Summit Edition,281361.22,3,Indore,1020,UPI,35,Male,844083.66
8219155,2024-07-31,8219155,Himalayan 450,324233.03,1,Pune,1009,Cash,30,Male,324233.03
2553744,2024-08-01,2553744,KTM 390 Adventure,357659.11,1,Hyderabad,1011,UPI,38,Male,357659.11
8876375,2024-08-01,8876375,Himalayan 450 Dual Tone,295733.34,1,Nagpur,1001,Credit Card,38,Male,295733.34
2033290,2024-08-01,2033290,Himalayan 450,277546.13,1,Delhi,1012,Cash,42,Male,277546.13
1708092,2024-08-01,1708092,KTM 390 Adventure,315587.85,1,Jaipur,1002,UPI,33,Male,315587.85
9809147,2024-08-01,9809147,Himalayan 450,271011.56,2,Mumbai,1014,UPI,35,Female,542023.12
4928683,2024-08-01,4928683,Himalayan 450 Dual Tone,279974.4,1,Delhi,1011,Cash,34,Male,279974.4
9683585,2024-08-01,9683585,Himalayan 450 Summit Edition,291448.73,3,Jaipur,1011,Credit Card,25,Male,874346.19
2471926,2024-08-01,2471926,Himalayan 450 Summit Edition,281448.8,1,Delhi,1015,UPI,32,Female,281448.8
1751240,2024-08-01,1751240,KTM 390 Adventure,336151.12,1,Delhi,1002,Credit Card,25,Male,336151.12
8992726,2024-08-01,8992726,Himalayan 450 Summit Edition,273182.35,1,Pimpri-Chinchwad,1005,UPI,45,Male,273182.35
1288859,2024-08-01,1288859,KTM 390 Adventure,370210.55,1,Chennai,1016,UPI,40,Male,370210.55
6259018,2024-08-01,6259018,Himalayan 450,294288.81,1,Indore,1001,Cash,27,Male,294288.81
4371484,2024-08-01,4371484,Himalayan 450,289157.08,1,Bangalore,1015,UPI,31,Male,289157.08
5343699,2024-08-01,5343699,Himalayan 450 Dual Tone,281295.69,1,Delhi,1020,Credit Card,39,Male,281295.69
5124499,2024-08-02,5124499,Himalayan 450,292374.41,2,Mumbai,1012,UPI,44,Male,584748.82
2515538,2024-08-02,2515538,Himalayan 450 Dual Tone,286923.49,2,Mumbai,1010,UPI,35,Male,573846.98
3896818,2024-08-02,3896818,Himalayan 450 Dual Tone,306285.21,1,Hyderabad,1020,UPI,39,Female,306285.21
8729578,2024-08-02,8729578,Himalayan 450,280797.12,1,Chennai,1003,UPI,47,Male,280797.12
6252807,2024-08-02,6252807,Himalayan 450 Summit Edition,282428.47,1,Pune,1012,UPI,40,Male,282428.47
3691207,2024-08-02,3691207,Himalayan 450 Summit Edition,303062.21,1,Delhi,1017,Credit Card,46,Male,303062.21
2717355,2024-08-02,2717355,Himalayan 450 Dual Tone,262200.38,1,Mumbai,1004,UPI,35,Female,262200.38
2673879,2024-08-02,2673879,KTM 390 Adventure,354968.87,1,Delhi,1018,UPI,39,Male,354968.87
8713409,2024-08-02,8713409,Himalayan 450 Summit Edition,276151.25,1,Pimpri-Chinchwad,1016,Cash,42,Male,276151.25
6968333,2024-08-02,6968333,Himalayan 450 Dual Tone,266751.9,1,Chennai,1018,Cash,54,Female,266751.9
9817164,2024-08-02,9817164,Himalayan 450 Dual Tone,253714.31,1,Mumbai,1010,Credit Card,43,Male,253714.31
5203726,2024-08-03,5203726,Himalayan 450 Summit Edition,296354.62,1,Jaipur,1009,Debit Card,30,Female,296354.62
8979633,2024-08-03,8979633,Himalayan 450,276331.97,1,Delhi,1016,Credit Card,40,Male,276331.97
7123769,2024-08-03,7123769,Himalayan 450 Dual Tone,269788.64,1,Delhi,1020,Cash,51,Male,269788.64
1959296,2024-08-03,1959296,Himalayan 450,265475.38,2,Hyderabad,1012,Cash,29,Male,530950.76
8681147,2024-08-03,8681147,Himalayan 450 Summit Edition,293699.01,1,Mumbai,1020,Cash,25,Female,293699.01
3513614,2024-08-04,3513614,Himalayan 450,263005.76,1,Indore,1017,UPI,38,Male,263005.76
1907153,2024-08-04,1907153,KTM 390 Adventure,311694.89,1,Jaipur,1018,Cash,44,Male,311694.89
1621747,2024-08-04,1621747,Himalayan 450 Summit Edition,284667.12,1,Mumbai,1018,Credit Card,51,Male,284667.12
3745683,2024-08-04,3745683,Himalayan 450 Summit Edition,274376.44,1,Delhi,1005,Debit Card,30,Male,274376.44
7078159,2024-08-04,7078159,Himalayan 450 Dual Tone,302810.42,1,Mumbai,1009,Cash,42,Male,302810.42
2896220,2024-08-04,2896220,Himalayan 450 Dual Tone,283985.67,1,Chennai,1003,Credit Card,41,Male,283985.67
5105223,2024-08-04,5105223,Himalayan 450 Dual Tone,257984.46,2,Hyderabad,1002,UPI,41,Male,515968.92
5165100,2024-08-04,5165100,Himalayan 450 Dual Tone,283692.29,1,Bangalore,1006,Credit Card,40,Female,283692.29
1479809,2024-08-05,1479809,Himalayan 450 Dual Tone,283498.87,2,Lucknow,1009,Debit Card,43,Male,566997.74
6972558,2024-08-05,6972558,Himalayan 450,283987.53,1,Mumbai,1013,UPI,39,Female,283987.53
7389690,2024-08-05,7389690,KTM 390 Adventure,343278.63,1,Ahmedabad,1020,Cash,30,Male,343278.63
5122263,2024-08-05,5122263,Himalayan 450 Summit Edition,290724.67,1,Delhi,1001,Credit Card,38,Female,290724.67
2564718,2024-08-05,2564718,KTM 390 Adventure,354291.99,1,Pimpri-Chinchwad,1017,Finance,36,Male,354291.99
1924914,2024-08-05,1924914,Himalayan 450,276518.77,1,Pune,1003,Cash,52,Female,276518.77
4668280,2024-08-05,4668280,Himalayan 450,287478.14,1,Pimpri-Chinchwad,1003,UPI,38,Male,287478.14
2535410,2024-08-05,2535410,Himalayan 450 Summit Edition,280232.06,1,Indore,1019,UPI,51,Male,280232.06
1571107,2024-08-05,1571107,Himalayan 450 Summit Edition,273943.25,1,Lucknow,1011,Credit Card,30,Male,273943.25
5312717,2024-08-05,5312717,Himalayan 450 Dual Tone,290216.84,1,Ahmedabad,1020,Cash,35,Male,290216.84
1074231,2024-08-05,1074231,Himalayan 450 Summit Edition,268671.24,2,Delhi,1006,Finance,37,Male,537342.48
4783112,2024-08-06,4783112,Himalayan 450 Dual Tone,268572.38,1,Bangalore,1007,Credit Card,34,Male,268572.38
9411883,2024-08-06,9411883,Himalayan 450,287591.69,3,Mumbai,1017,Credit Card,28,Male,862775.07
4456653,2024-08-06,4456653,Himalayan 450,271728.51,1,Lucknow,1009,Cash,32,Male,271728.51
7087595,2024-08-06,7087595,Himalayan 450,300036.78,1,Indore,1019,UPI,34,Male,300036.78
2312743,2024-08-06,2312743,Himalayan 450 Summit Edition,302589.48,1,Delhi,1008,Cash,39,Male,302589.48
6332660,2024-08-06,6332660,KTM 390 Adventure,333298.45,1,Mumbai,1019,UPI,38,Male,333298.45
8931827,2024-08-06,8931827,Himalayan 450 Dual Tone,302041.2,1,Delhi,1001,UPI,30,Male,302041.2
7555851,2024-08-07,7555851,Himalayan 450 Summit Edition,250221.13,1,Mumbai,1012,UPI,31,Male,250221.13
4262331,2024-08-07,4262331,Himalayan 450 Dual Tone,284265.73,1,Bangalore,1010,UPI,31,Male,284265.73
1664468,2024-08-07,1664468,Himalayan 450 Dual Tone,296663.38,3,Indore,1017,Credit Card,37,Male,889990.14
7210958,2024-08-07,7210958,Himalayan 450,302870.69,1,Bangalore,1015,Cash,37,Male,302870.69
3544306,2024-08-07,3544306,Himalayan 450 Dual Tone,308698.0,2,Ahmedabad,1018,Credit Card,41,Male,617396.0
4324664,2024-08-07,4324664,Himalayan 450 Dual Tone,278365.67,1,Delhi,1019,UPI,36,Male,278365.67
7542155,2024-08-07,7542155,Himalayan 450 Dual Tone,278271.21,1,Indore,1012,Cash,25,Male,278271.21
8068132,2024-08-07,8068132,Himalayan 450 Summit Edition,283022.75,1,Delhi,1002,Credit Card,34,Male,283022.75
4036773,2024-08-07,4036773,Himalayan 450 Dual Tone,270866.96,1,Hyderabad,1004,UPI,40,Male,270866.96
1755724,2024-08-07,1755724,Himalayan 450 Dual Tone,287305.63,1,Hyderabad,1017,Debit Card,33,Male,287305.63
9373296,2024-08-07,9373296,Himalayan 450,289798.84,1,Ahmedabad,1013,Credit Card,44,Male,289798.84
8516669,2024-08-07,8516669,Himalayan 450 Dual Tone,266630.46,2,Bangalore,1013,Cash,37,Female,533260.92
7057174,2024-08-07,7057174,Himalayan 450,284572.53,1,Chennai,1015,UPI,44,Male,284572.53
7389308,2024-08-07,7389308,Himalayan 450,297921.37,1,Jaipur,1008,UPI,55,Male,297921.37
9879521,2024-08-08,9879521,Himalayan 450,270416.92,1,Bangalore,1020,Credit Card,40,Male,270416.92
9337746,2024-08-08,9337746,Himalayan 450 Summit Edition,269346.14,1,Jaipur,1011,UPI,40,Male,269346.14
1496232,2024-08-08,1496232,Himalayan 450 Dual Tone,268076.26,1,Delhi,1003,UPI,32,Male,268076.26
9281447,2024-08-08,9281447,Himalayan 450,284727.25,1,Hyderabad,1013,Credit Card,35,Male,284727.25
7731666,2024-08-08,7731666,Himalayan 450 Dual Tone,266760.94,1,Mumbai,1017,Cash,29,Male,266760.94
5851188,2024-08-08,5851188,Himalayan 450 Dual Tone,282901.55,1,Mumbai,1008,UPI,42,Male,282901.55
7221714,2024-08-08,7221714,KTM 390 Adventure,321139.22,1,Indore,1006,Credit Card,40,Male,321139.22
9807673,2024-08-08,9807673,Himalayan 450 Summit Edition,313264.75,1,Mumbai,1003,UPI,40,Male,313264.75
3738384,2024-08-08,3738384,Himalayan 450 Dual Tone,274845.95,2,Delhi,1002,UPI,45,Male,549691.9
4792824,2024-08-09,4792824,Himalayan 450 Summit Edition,255808.3,1,Delhi,1015,Cash,47,Male,255808.3
7557734,2024-08-09,7557734,Himalayan 450 Dual Tone,279510.66,1,Hyderabad,1004,Credit Card,37,Male,279510.66
5099906,2024-08-09,5099906,Himalayan 450,273934.32,1,Bangalore,1003,Cash,36,Male,273934.32
1558924,2024-08-09,1558924,Himalayan 450 Dual Tone,291456.93,1,Indore,1005,Finance,39,Male,291456.93
1890695,2024-08-09,1890695,Himalayan 450 Summit Edition,281788.1,2,Delhi,1019,UPI,35,Male,563576.2
3840152,2024-08-10,3840152,KTM 390 Adventure,351006.79,1,Jaipur,1007,Debit Card,28,Male,351006.79
6762726,2024-08-10,6762726,Himalayan 450 Dual Tone,290880.63,2,Mumbai,1016,UPI,47,Male,581761.26
6077198,2024-08-10,6077198,Himalayan 450,290740.8,1,Hyderabad,1013,Credit Card,41,Male,290740.8
6835770,2024-08-10,6835770,Himalayan 450 Dual Tone,312817.28,1,Bangalore,1006,UPI,48,Male,312817.28
4128411,2024-08-10,4128411,Himalayan 450 Summit Edition,296367.12,1,Indore,1010,Credit Card,43,Male,296367.12
8339838,2024-08-10,8339838,Himalayan 450 Summit Edition,286062.14,1,Pune,1017,UPI,45,Male,286062.14
3822136,2024-08-10,3822136,KTM 390 Adventure,341748.85,1,Mumbai,1009,Debit Card,36,Female,341748.85
5881909,2024-08-10,5881909,Himalayan 450,280779.93,1,Bangalore,1004,Debit Card,35,Female,280779.93
3138421,2024-08-10,3138421,Himalayan 450,275841.86,2,Hyderabad,1010,UPI,44,Male,551683.72
3307539,2024-08-10,3307539,Himalayan 450,274700.81,2,Bangalore,1009,Cash,33,Female,549401.62
9934845,2024-08-10,9934845,Himalayan 450,289861.54,1,Pimpri-Chinchwad,1006,UPI,27,Male,289861.54
2647824,2024-08-11,2647824,Himalayan 450,283451.97,1,Lucknow,1011,UPI,32,Female,283451.97
1840268,2024-08-11,1840268,Himalayan 450 Summit Edition,300397.73,1,Mumbai,1002,Cash,36,Male,300397.73
4282972,2024-08-11,4282972,Himalayan 450 Dual Tone,278956.74,1,Pimpri-Chinchwad,1004,UPI,27,Male,278956.74
2764694,2024-08-11,2764694,Himalayan 450 Summit Edition,259678.33,1,Pune,1007,Cash,47,Female,259678.33
4399752,2024-08-11,4399752,Himalayan 450,312974.48,1,Lucknow,1004,UPI,31,Male,312974.48
3907360,2024-08-11,3907360,Himalayan 450 Summit Edition,272554.89,1,Ahmedabad,1002,UPI,40,Female,272554.89
5079430,2024-08-11,5079430,Himalayan 450 Dual Tone,281386.22,3,Bangalore,1008,UPI,49,Male,844158.66
5411054,2024-08-11,5411054,Himalayan 450 Dual Tone,278411.95,1,Bangalore,1002,Credit Card,25,Male,278411.95
5854487,2024-08-11,5854487,Himalayan 450 Summit Edition,286183.15,1,Chennai,1009,Credit Card,33,Female,286183.15
3275598,2024-08-11,3275598,Himalayan 450,295350.02,1,Delhi,1018,Cash,44,Male,295350.02
6918806,2024-08-11,6918806,Himalayan 450 Summit Edition,304013.0,1,Mumbai,1014,UPI,49,Male,304013.0
1835165,2024-08-11,1835165,Himalayan 450,279018.09,1,Mumbai,1004,UPI,42,Male,279018.09
6613904,2024-08-12,6613904,Himalayan 450,270360.32,1,Ahmedabad,1006,Credit Card,32,Male,270360.32
1454529,2024-08-12,1454529,Himalayan 450 Dual Tone,279147.51,2,Mumbai,1014,Credit Card,31,Male,558295.02
9723346,2024-08-12,9723346,Himalayan 450 Dual Tone,299538.92,1,Delhi,1019,Cash,43,Male,299538.92
4791296,2024-08-12,4791296,Himalayan 450,307280.02,2,Nagpur,1013,Cash,29,Male,614560.04
9075042,2024-08-12,9075042,Himalayan 450,315492.06,1,Chennai,1016,Finance,47,Male,315492.06
1872834,2024-08-12,1872834,Himalayan 450,290688.99,1,Mumbai,1012,Cash,33,Male,290688.99
7870679,2024-08-12,7870679,Himalayan 450 Dual Tone,316600.18,1,Hyderabad,1010,UPI,39,Male,316600.18
7871574,2024-08-12,7871574,Himalayan 450 Summit Edition,266792.34,1,Indore,1012,Credit Card,30,Male,266792.34
1768976,2024-08-12,1768976,Himalayan 450 Summit Edition,273543.22,2,Mumbai,1020,UPI,40,Male,547086.44
2797519,2024-08-12,2797519,Himalayan 450 Summit Edition,273384.03,1,Bangalore,1008,Finance,49,Female,273384.03
7695233,2024-08-12,7695233,KTM 390 Adventure,327000.82,2,Chennai,1001,Debit Card,43,Male,654001.64
3105777,2024-08-13,3105777,Himalayan 450,294661.77,3,Mumbai,1013,UPI,40,Male,883985.31
8749611,2024-08-13,8749611,Himalayan 450 Dual Tone,276814.89,2,Bangalore,1006,Cash,35,Male,553629.78
1732722,2024-08-13,1732722,Himalayan 450 Summit Edition,281601.78,1,Jaipur,1018,Cash,33,Male,281601.78
4816446,2024-08-13,4816446,Himalayan 450,306692.02,1,Hyderabad,1007,UPI,41,Male,306692.02
4924482,2024-08-13,4924482,Himalayan 450 Dual Tone,315049.46,2,Nagpur,1005,Cash,34,Male,630098.92
5537871,2024-08-13,5537871,Himalayan 450 Summit Edition,291373.74,1,Ahmedabad,1001,Cash,31,Male,291373.74
7327090,2024-08-13,7327090,Himalayan 450,282244.13,1,Chennai,1016,UPI,37,Male,282244.13
1008798,2024-08-13,1008798,Himalayan 450 Summit Edition,283956.84,1,Delhi,1010,Cash,46,Male,283956.84
6893309,2024-08-13,6893309,Himalayan 450 Summit Edition,290587.21,1,Mumbai,1015,Credit Card,44,Female,290587.21
3267357,2024-08-14,3267357,Himalayan 450 Summit Edition,292370.09,2,Pimpri-Chinchwad,1014,Cash,50,Female,584740.18
9314052,2024-08-14,9314052,Himalayan 450 Dual Tone,262885.23,1,Bangalore,1013,UPI,37,Male,262885.23
1114560,2024-08-14,1114560,KTM 390 Adventure,352435.76,1,Indore,1015,UPI,25,Male,352435.76
8370683,2024-08-14,8370683,Himalayan 450 Summit Edition,305985.22,3,Ahmedabad,1010,Credit Card,33,Male,917955.66
9765940,2024-08-14,9765940,Himalayan 450 Dual Tone,264104.43,1,Chennai,1007,UPI,37,Female,264104.43
2894420,2024-08-14,2894420,Himalayan 450 Dual Tone,278301.64,1,Chennai,1004,Cash,34,Female,278301.64
3952053,2024-08-14,3952053,Himalayan 450,292095.07,1,Hyderabad,1005,UPI,34,Male,292095.07
5721005,2024-08-14,5721005,Himalayan 450 Summit Edition,258772.97,1,Indore,1013,Credit Card,41,Male,258772.97
4734942,2024-08-14,4734942,Himalayan 450 Dual Tone,303169.95,3,Pimpri-Chinchwad,1004,Credit Card,28,Male,909509.85
9450361,2024-08-14,9450361,Himalayan 450,296257.28,2,Bangalore,1010,UPI,38,Female,592514.56
2208052,2024-08-14,2208052,Himalayan 450,274386.35,1,Delhi,1004,Credit Card,43,Male,274386.35
6021983,2024-08-14,6021983,KTM 390 Adventure,346695.78,1,Mumbai,1017,UPI,41,Male,346695.78
1973548,2024-08-15,1973548,Himalayan 450,273131.56,1,Pimpri-Chinchwad,1003,Credit Card,39,Male,273131.56
2958615,2024-08-15,2958615,Himalayan 450 Summit Edition,292689.96,1,Delhi,1009,Credit Card,25,Male,292689.96
6066112,2024-08-15,6066112,Himalayan 450,275124.97,1,Bangalore,1013,Finance,37,Male,275124.97
3573619,2024-08-15,3573619,Himalayan 450 Dual Tone,302608.09,1,Pune,1001,Credit Card,44,Male,302608.09
8838236,2024-08-15,8838236,Himalayan 450,312194.31,1,Hyderabad,1008,Credit Card,47,Male,312194.31
5556766,2024-08-15,5556766,Himalayan 450 Dual Tone,271708.04,1,Mumbai,1002,Cash,32,Male,271708.04
4990919,2024-08-15,4990919,Himalayan 450 Dual Tone,280640.73,1,Mumbai,1020,Finance,52,Male,280640.73
4155200,2024-08-15,4155200,Himalayan 450 Dual Tone,294765.7,1,Bangalore,1007,UPI,38,Male,294765.7
9094566,2024-08-16,9094566,Himalayan 450,301921.88,1,Hyderabad,1007,Credit Card,49,Male,301921.88
9182535,2024-08-16,9182535,Himalayan 450 Dual Tone,322295.58,1,Mumbai,1016,Credit Card,30,Female,322295.58
2233387,2024-08-16,2233387,Himalayan 450 Dual Tone,290305.67,2,Ahmedabad,1003,Credit Card,41,Male,580611.34
6693075,2024-08-16,6693075,Himalayan 450 Dual Tone,285168.54,1,Delhi,1018,Credit Card,44,Male,285168.54
3050276,2024-08-16,3050276,KTM 390 Adventure,362398.19,1,Pune,1009,Credit Card,36,Male,362398.19
7015948,2024-08-17,7015948,Himalayan 450 Summit Edition,306559.1,1,Indore,1006,Debit Card,44,Male,306559.1
2877330,2024-08-17,2877330,Himalayan 450,270545.71,1,Mumbai,1016,UPI,30,Male,270545.71
7702245,2024-08-17,7702245,Himalayan 450 Summit Edition,289313.18,2,Hyderabad,1007,Cash,55,Male,578626.36
4825091,2024-08-17,4825091,Himalayan 450,278418.3,1,Delhi,1002,Cash,26,Male,278418.3
2435986,2024-08-17,2435986,Himalayan 450 Dual Tone,278248.15,1,Mumbai,1019,Credit Card,41,Male,278248.15
8189204,2024-08-17,8189204,Himalayan 450 Dual Tone,274377.01,1,Pune,1002,UPI,25,Male,274377.01
